Date	Time0	Sensor0	Time1	Sensor1	Time2	Sensor2	Time3	Sensor3	Time4	Sensor4	Time5	Sensor5	Time6	Sensor6	Time7	Sensor7	Time8	Sensor8	Time9	Sensor9	Time10	Sensor10	Time11	Sensor11	
01/30/2012	17:58:02	2431.563515	17:58:02	2403.406730	17:58:03	2379.886539	17:58:04	2146.533513	17:58:04	2118.089257	17:58:05	1931.210305	17:58:05	2013.980868	17:58:06	2133.894415	17:58:07	2191.895578	17:58:08	2025.948841	17:58:08	2025.669437	17:58:09	2118.682783	
01/30/2012	18:00:02	2430.485762	18:00:02	2402.346589	18:00:03	2378.840998	18:00:03	2145.627340	18:00:04	2117.495957	18:00:05	1929.114150	18:00:05	2011.764706	18:00:06	2131.498471	18:00:07	2189.720627	18:00:07	2023.715050	18:00:08	2023.436058	18:00:09	2116.310033	
01/30/2012	18:02:02	2429.767637	18:02:02	2401.640195	18:02:03	2378.144330	18:02:04	2145.023515	18:02:04	2116.606430	18:02:05	1927.282473	18:02:06	2009.828236	18:02:06	2129.405023	18:02:07	2187.548638	18:02:08	2021.484555	18:02:08	2021.205975	18:02:09	2114.236837	
01/30/2012	18:04:02	2429.408687	18:04:02	2400.934094	18:04:03	2377.447949	18:04:03	2144.419921	18:04:04	2116.013693	18:04:05	1925.453085	18:04:06	2007.894254	18:04:06	2127.314373	18:04:07	2185.379605	18:04:08	2019.535569	18:04:08	2019.257348	18:04:09	2112.166398	
01/30/2012	18:06:02	2428.691012	18:06:02	2400.581154	18:06:03	2376.751855	18:06:03	2143.514965	18:06:04	2115.421183	18:06:05	1923.625981	18:06:05	2005.962756	18:06:06	2125.524609	18:06:07	2183.522782	18:06:07	2017.589097	18:06:08	2017.311234	18:06:09	2110.098709	
01/30/2012	18:08:01	2427.973637	18:08:02	2399.875493	18:08:03	2376.056048	18:08:03	2142.911951	18:08:04	2114.532839	18:08:05	1922.061709	18:08:05	2004.033737	18:08:06	2123.736892	18:08:07	2181.359223	18:08:07	2015.645132	18:08:08	2015.645132	18:08:09	2108.328590	
01/30/2012	18:10:02	2427.256563	18:10:02	2399.170124	18:10:03	2375.360527	18:10:03	2142.309168	18:10:04	2113.940891	18:10:05	1920.238838	18:10:05	2002.382261	18:10:06	2121.653806	18:10:07	2179.507083	18:10:07	2013.980868	18:10:08	2013.703670	18:10:09	2106.560485	
01/30/2012	18:12:02	2426.539789	18:12:02	2398.465049	18:12:03	2374.665294	18:12:03	2141.706616	18:12:04	2113.349169	18:12:05	1918.678187	18:12:05	2000.732601	18:12:06	2119.870513	18:12:07	2177.657099	18:12:08	2012.318441	18:12:08	2012.041548	18:12:09	2104.500237	
01/30/2012	18:14:01	2426.181514	18:14:02	2398.112621	18:14:03	2373.970346	18:14:03	2141.104294	18:14:04	2112.757671	18:14:05	1917.378917	18:14:05	1999.084752	18:14:06	2118.385992	18:14:07	2175.809265	18:14:07	2010.381259	18:14:08	2010.381259	18:14:09	2103.030303	
01/30/2012	18:16:01	2425.465189	18:16:02	2397.407983	18:16:03	2373.275685	18:16:03	2140.502204	18:16:04	2112.166398	18:16:05	1915.821321	18:16:05	1997.712927	18:16:06	2116.902882	18:16:07	2174.271045	18:16:07	2008.999082	18:16:08	2008.722799	18:16:09	2101.268219	
01/30/2012	18:18:02	2425.107139	18:18:02	2397.055774	18:18:03	2372.928461	18:18:04	2139.900345	18:18:04	2111.575349	18:18:05	1914.524593	18:18:06	1996.068392	18:18:06	2115.421183	18:18:07	2172.734314	18:18:08	2007.342144	18:18:08	2007.342144	18:18:09	2099.801343	
01/30/2012	18:20:02	2424.749164	18:20:02	2396.351575	18:20:03	2372.234229	18:20:03	2139.599502	18:20:04	2111.279909	18:20:05	1913.229018	18:20:06	1994.699324	18:20:06	2113.940891	18:20:07	2171.199071	18:20:08	2005.962756	18:20:08	2005.962756	18:20:09	2098.335855	
01/30/2012	18:22:02	2424.033438	18:22:02	2395.999585	18:22:03	2371.540282	18:22:03	2138.997988	18:22:04	2110.689197	18:22:05	1911.934595	18:22:05	1993.331506	18:22:06	2112.462006	18:22:07	2169.665312	18:22:07	2004.584632	18:22:08	2004.309159	18:22:09	2096.579097	
01/30/2012	18:24:02	2423.318011	18:24:02	2395.295824	18:24:03	2371.193416	18:24:03	2138.396705	18:24:04	2110.098709	18:24:05	1910.641322	18:24:06	1991.964938	18:24:06	2110.984525	18:24:07	2168.439373	18:24:08	2003.207772	18:24:08	2002.932551	18:24:09	2095.409031	
01/30/2012	18:26:01	2422.960409	18:26:02	2394.944053	18:26:03	2370.499897	18:26:03	2138.096150	18:26:04	2109.508446	18:26:05	1914.265386	18:26:05	1995.794478	18:26:06	2114.828897	18:26:07	2172.120039	18:26:07	2006.790237	18:26:08	2006.514359	18:26:09	2099.214982	
01/30/2012	18:28:02	2422.602883	18:28:02	2394.592355	18:28:03	2370.153245	18:28:03	2137.495213	18:28:04	2109.213398	18:28:05	1913.747110	18:28:06	1994.973037	18:28:06	2113.940891	18:28:07	2171.199071	18:28:08	2005.962756	18:28:08	2005.962756	18:28:09	2098.335855	
01/30/2012	18:30:01	2422.245431	18:30:02	2393.889177	18:30:03	2369.806664	18:30:03	2137.194830	18:30:04	2108.918406	18:30:05	1912.452226	18:30:05	1993.604970	18:30:06	2112.757671	18:30:07	2169.971945	18:30:07	2004.860156	18:30:08	2004.584632	18:30:09	2096.871751	
